"National Provider Number (NPI)"	"Provider Name Prefix"	"First Name of Provider"	"Middle Initial of Provider"	"Last Name of Provider"	"Suffix of Provider"	"Physician / Non-Physician"	"Specialty Type  (area of medicine)"	"Street Address"	"Street Address 2"	"City"	"State"	"County"	"Zip"	"Network IDs"	"FIPS Code"	"ProvDirIND01of0218973IA252D20140722T115902"
"2058"	"1812837276"	NA	"DARELL"	NA	"BLAKELY"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Rainsville"	"AL"	"countyb"	"35986"	"NEN001"	"13006"	NA
"2059"	"1489341208"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Oklahoma City"	"OK"	"countya"	"73163"	"MIN003"	"15004"	NA
"2060"	"1914422045"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Pottersville"	"MO"	"countyb"	"65790"	"NEN001"	"15004"	NA
"2061"	"1658514580"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Lincoln"	"NE"	"countya"	"68542"	"NEN001"	"25002"	NA
"2062"	"1892683895"	NA	"CALLIS"	NA	"BLAKELY"	NA	"Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Reading"	"PA"	"countyb"	"19601"	"NEN001"	"25002"	NA
"2063"	"1613994842"	NA	"DARELL"	NA	"JOHNSON"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Houston"	"TX"	"countya"	"77268"	"NEN001"	"13006"	NA
"2064"	"1268124952"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"Dpo"	"AE"	"countya"	"09738"	"NEN001"	"15004"	NA
"2065"	"1472236441"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"056 Durable Medical Equipment"	"250 W 9TH ST"	NA	"Saint Paul"	"MN"	"countyb"	"55104"	"NEN001"	"15004"	NA
"2066"	"1248128567"	NA	"GEANA"	NA	"BLAKE"	NA	"Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"Minersville"	"UT"	"countya"	"84752"	"MIN003"	"25002"	NA
"2067"	"1640132927"	NA	"GREG"	NA	"ACUNA-001"	NA	"Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Plantersville"	"TX"	"countyb"	"77363"	"NEN001"	"15004"	NA
"2068"	"1391846117"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Arctic Village"	"AK"	"countya"	"99722"	"NEN001"	"15004"	NA
"2069"	"1621788105"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Monroeville"	"OH"	"countya"	"44847"	"NEN001"	"13006"	NA
"2070"	"1420416583"	NA	"GEANA"	NA	"OBLAICH"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Mocksville"	"NC"	"countya"	"27028"	"NEN001"	"25002"	NA
"2071"	"1540009761"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Reads Landing"	"MN"	"countya"	"55968"	"MIN003"	"25002"	NA
"2072"	"1900661164"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Martinton"	"IL"	"countyb"	"60951"	"NEN001"	"13006"	NA
"2073"	"1883507526"	NA	"GEANA"	NA	"BLAKELY"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Fort Wayne"	"IN"	"countyb"	"46809"	"NEN001"	"13006"	NA
"2074"	"1798632861"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Pottstown"	"PA"	"countyb"	"19464"	"NEN001"	"13006"	NA
"2075"	"1618594460"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Non-Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Sedan"	"KS"	"countyb"	"67361"	"MIN003"	"15004"	NA
"2076"	"1276247455"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Anniston"	"AL"	"countyb"	"36207"	"MIN003"	"15004"	NA
"2077"	"1179055779"	NA	"TERALIN"	NA	"ADAMSON"	NA	"Non-Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Gridley"	"KS"	"countya"	"66852"	"MIN003"	"25002"	NA
"2078"	"1102191896"	NA	"TERALIN"	NA	"BLAKE"	NA	"Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Valdosta"	"GA"	"countyb"	"31601"	"MIN003"	"13006"	NA
"2079"	"1568906005"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Kinney"	"MN"	"countya"	"55758"	"NEN001"	"13006"	NA
"2080"	"1454019612"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Detroit"	"MI"	"countya"	"48228"	"NEN001"	"15004"	NA
"2081"	"1094427854"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Flint"	"MI"	"countya"	"48557"	"NEN001"	"25002"	NA
"2082"	"1421694531"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Milwaukee"	"WI"	"countya"	"53224"	"MIN003"	"25002"	NA
"2083"	"1320676177"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Indianapolis"	"IN"	"countyb"	"46253"	"MIN003"	"13006"	NA
"2084"	"1055011190"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Garryowen"	"MT"	"countyb"	"59031"	"NEN001"	"13006"	NA
"2085"	"1585331500"	NA	"PRESTON"	NA	"JOHNSON"	NA	"Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Wellsville"	"NY"	"countya"	"14895"	"NEN001"	"15004"	NA
"2086"	"1284537366"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Walnut"	"CA"	"countyb"	"91795"	"NEN001"	"25002"	NA
"2087"	"1901027438"	NA	"CALLIS"	NA	"BLAKE"	NA	"Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Northome"	"MN"	"countyb"	"56661"	"NEN001"	"15004"	NA
"2088"	"1367812218"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"San Francisco"	"CA"	"countya"	"94170"	"MIN003"	"15004"	NA
"2089"	"1730962461"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Winthrop"	"NY"	"countya"	"13697"	"NEN001"	"25002"	NA
"2090"	"1530098038"	NA	"GREG"	NA	"ACEMAN"	NA	"Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"San Jose"	"CA"	"countyb"	"95116"	"MIN003"	"13006"	NA
"2091"	"1485157245"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Joliet"	"IL"	"countyb"	"60432"	"MIN003"	"15004"	NA
"2092"	"1625648574"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Non-Physician"	"008 Cardiovascular Disease"	"250 W 9TH ST"	NA	"Lemon Cove"	"CA"	"countyb"	"93244"	"NEN001"	"13006"	NA
"2093"	"1146653041"	NA	"GREG"	NA	"ACEMAN"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Eagle Butte"	"SD"	"countyb"	"57625"	"MIN003"	"25002"	NA
"2094"	"1180104405"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Gig Harbor"	"WA"	"countya"	"98329"	"NEN001"	"15004"	NA
"2095"	"1714314914"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Portland"	"OR"	"countyb"	"97204"	"NEN001"	"15004"	NA
"2096"	"1177800267"	NA	"TERALIN"	NA	"BLAKE"	NA	"Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Scottsbluff"	"NE"	"countyb"	"69363"	"NEN001"	"25002"	NA
"2097"	"1220014401"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Alberta"	"VA"	"countya"	"23821"	"NEN001"	"13006"	NA
"2098"	"1405667992"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Miami"	"FL"	"countyb"	"33128"	"MIN003"	"13006"	NA
"2099"	"1234331484"	NA	"GREG"	NA	"ACEMAN"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Endeavor"	"WI"	"countyb"	"53930"	"NEN001"	"25002"	NA
"2100"	"1054186553"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Carrollton"	"MO"	"countyb"	"64633"	"NEN001"	"13006"	NA
"2101"	"1061533120"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Shellman"	"GA"	"countya"	"31786"	"MIN003"	"13006"	NA
"2102"	"1251700055"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Grantsboro"	"NC"	"countyb"	"28529"	"NEN001"	"25002"	NA
"2103"	"1087356783"	NA	"GEANA"	NA	"BLAKE"	NA	"Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Prue"	"OK"	"countya"	"74060"	"MIN003"	"25002"	NA
"2104"	"1401074230"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Canjilon"	"NM"	"countya"	"87515"	"NEN001"	"15004"	NA
"2105"	"1594653470"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Looneyville"	"WV"	"countyb"	"25259"	"NEN001"	"25002"	NA
"2106"	"1502484792"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Raleigh"	"NC"	"countyb"	"27656"	"NEN001"	"15004"	NA
"2107"	"1609558367"	NA	"CALLIS"	NA	"BLAKELY"	NA	"Non-Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Bushland"	"TX"	"countyb"	"79012"	"MIN003"	"13006"	NA
"2108"	"1030265846"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Bradley"	"CA"	"countyb"	"93426"	"MIN003"	"25002"	NA
"2109"	"1264844228"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Little York"	"NY"	"countyb"	"13087"	"NEN001"	"15004"	NA
"2110"	"1134486351"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Hiawatha"	"KS"	"countyb"	"66434"	"NEN001"	"13006"	NA
"2111"	"1385931324"	NA	"EDWARD"	NA	"BLAKE"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Avon"	"CT"	"countya"	"06001"	"MIN003"	"13006"	NA
"2112"	"1468342168"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Andover"	"OH"	"countya"	"44003"	"NEN001"	"25002"	NA
"2113"	"1684175496"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Lapwai"	"ID"	"countyb"	"83540"	"NEN001"	"13006"	NA
"2114"	"1297603937"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Westphalia"	"IN"	"countyb"	"47596"	"NEN001"	"15004"	NA
"2115"	"1284017269"	NA	"GEANA"	NA	"ACEMAN"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Nashville"	"TN"	"countya"	"37227"	"NEN001"	"25002"	NA
"2116"	"1114335733"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Phoenix"	"AZ"	"countyb"	"85076"	"NEN001"	"15004"	NA
"2117"	"1525666172"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"McCune"	"KS"	"countyb"	"66753"	"MIN003"	"25002"	NA
"2118"	"1544792504"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Proctor"	"AR"	"countyb"	"72376"	"MIN003"	"25002"	NA
"2119"	"1728582726"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Montague"	"MA"	"countyb"	"01351"	"MIN003"	"25002"	NA
"2120"	"1219413543"	NA	"GEANA"	NA	"BLAKELY"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Neilton"	"WA"	"countya"	"98566"	"MIN003"	"25002"	NA
"2121"	"1207321684"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Wasilla"	"AK"	"countyb"	"99654"	"MIN003"	"25002"	NA
"2122"	"1984588349"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Hermansville"	"MI"	"countyb"	"49847"	"MIN003"	"13006"	NA
"2123"	"1058414784"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Port Lions"	"AK"	"countyb"	"99550"	"MIN003"	"15004"	NA
"2124"	"1058858010"	NA	"DARELL"	NA	"ACEMAN"	NA	"Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Plano"	"TX"	"countyb"	"75074"	"MIN003"	"25002"	NA
"2125"	"1055299266"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Tulsa"	"OK"	"countyb"	"74107"	"MIN003"	"13006"	NA
"2126"	"1844371917"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"Dental - General"	"250 W 9TH ST"	NA	"North Las Vegas"	"NV"	"countyb"	"89084"	"MIN003"	"15004"	NA
"2127"	"1821994043"	NA	"TERALIN"	NA	"BLAKELY"	NA	"Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Caruthers"	"CA"	"countyb"	"93609"	"MIN003"	"25002"	NA
"2128"	"1273459147"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Pittsburgh"	"PA"	"countyb"	"15241"	"MIN003"	"13006"	NA
"2129"	"1118985728"	NA	"DARELL"	NA	"BLAKELY"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Littleton"	"CO"	"countya"	"80126"	"MIN003"	"13006"	NA
"2130"	"1819270302"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Houston"	"TX"	"countya"	"77059"	"NEN001"	"25002"	NA
"2131"	"1343802360"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"East Andover"	"ME"	"countyb"	"04226"	"MIN003"	"15004"	NA
"2132"	"1778257879"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Bamberg"	"SC"	"countyb"	"29003"	"NEN001"	"25002"	NA
"2133"	"1125219977"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Ridge Spring"	"SC"	"countyb"	"29129"	"NEN001"	"13006"	NA
"2134"	"1573773148"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Meriden"	"CT"	"countya"	"06450"	"MIN003"	"15004"	NA
"2135"	"1439263269"	NA	"TERALIN"	NA	"BLAKELY"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Gay"	"WV"	"countya"	"25244"	"MIN003"	"25002"	NA
"2136"	"1862891792"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countyb"	"20422"	"MIN003"	"15004"	NA
"2137"	"1340075544"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Braddyville"	"IA"	"countya"	"51631"	"MIN003"	"13006"	NA
"2138"	"1628903619"	NA	"GEANA"	NA	"ACEMAN"	NA	"Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Lowry"	"VA"	"countya"	"24570"	"MIN003"	"25002"	NA
"2139"	"1628250082"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Huntington"	"WV"	"countya"	"25777"	"NEN001"	"13006"	NA
"2140"	"1962242279"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Roanoke"	"VA"	"countyb"	"24010"	"NEN001"	"13006"	NA
"2141"	"1214276759"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Grafton"	"VT"	"countyb"	"05146"	"NEN001"	"15004"	NA
"2142"	"1779335216"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Dpo"	"AE"	"countya"	"09820"	"MIN003"	"13006"	NA
"2143"	"1324295976"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Holly Grove"	"AR"	"countya"	"72069"	"NEN001"	"25002"	NA
"2144"	"1787002945"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Mar Lin"	"PA"	"countyb"	"17951"	"MIN003"	"15004"	NA
"2145"	"1901558011"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Non-Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"Topeka"	"KS"	"countya"	"66699"	"MIN003"	"15004"	NA
"2146"	"1322333407"	NA	"GEANA"	NA	"JOHNSON"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Ute Park"	"NM"	"countya"	"87749"	"MIN003"	"15004"	NA
"2147"	"1212696506"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Miami"	"FL"	"countyb"	"33148"	"NEN001"	"13006"	NA
"2148"	"1992786183"	NA	"GREG"	NA	"BLAKE"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Bonanza"	"OR"	"countyb"	"97623"	"NEN001"	"25002"	NA
"2149"	"1934890569"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Novinger"	"MO"	"countyb"	"63559"	"MIN003"	"13006"	NA
"2150"	"1282595609"	NA	"CALLIS"	NA	"BLAKE"	NA	"Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Marydell"	"KY"	"countyb"	"40751"	"MIN003"	"15004"	NA
"2151"	"1937629020"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"056 Durable Medical Equipment"	"250 W 9TH ST"	NA	"Davis"	"CA"	"countyb"	"95616"	"NEN001"	"25002"	NA
"2152"	"1822672402"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Belspring"	"VA"	"countya"	"24058"	"NEN001"	"15004"	NA
"2153"	"1367619988"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Burgettstown"	"PA"	"countyb"	"15021"	"MIN003"	"13006"	NA
"2154"	"1778029265"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Cleveland"	"OH"	"countyb"	"44125"	"MIN003"	"25002"	NA
"2155"	"1447793091"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Bowdoinham"	"ME"	"countya"	"04008"	"MIN003"	"25002"	NA
"2156"	"1553754956"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Non-Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Apo"	"AE"	"countyb"	"09756"	"NEN001"	"13006"	NA
"2157"	"1781044518"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Riverside"	"CA"	"countya"	"92504"	"NEN001"	"13006"	NA
"2158"	"1578951511"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Arcadia"	"KS"	"countya"	"66711"	"NEN001"	"25002"	NA
"2159"	"1154977014"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Arecibo"	"PR"	"countyb"	"00613"	"MIN003"	"25002"	NA
"2160"	"1497345900"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Elk Grove Village"	"IL"	"countyb"	"60007"	"NEN001"	"25002"	NA
"2161"	"1467415816"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Creole"	"LA"	"countyb"	"70632"	"MIN003"	"13006"	NA
"2162"	"1082660462"	NA	"DARELL"	NA	"BLAKELY"	NA	"Non-Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Oklahoma City"	"OK"	"countya"	"73184"	"MIN003"	"25002"	NA
"2163"	"1188259089"	NA	"DARELL"	NA	"BLAKE"	NA	"Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Winnisquam"	"NH"	"countya"	"03289"	"NEN001"	"25002"	NA
"2164"	"1271209955"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Plush"	"OR"	"countyb"	"97637"	"NEN001"	"13006"	NA
"2165"	"1905954537"	NA	"GEANA"	NA	"BLAKELY"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Cottonwood"	"AZ"	"countyb"	"86366"	"MIN003"	"15004"	NA
"2166"	"1271839999"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Gay"	"GA"	"countya"	"30218"	"MIN003"	"13006"	NA
"2167"	"1184685392"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Milford"	"TX"	"countyb"	"76670"	"MIN003"	"13006"	NA
"2168"	"1932302612"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Cincinnati"	"OH"	"countya"	"45243"	"MIN003"	"15004"	NA
"2169"	"1425594439"	NA	"DARELL"	NA	"ADAMSON"	NA	"Non-Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"Bellaire"	"TX"	"countyb"	"77401"	"MIN003"	"25002"	NA
"2170"	"1469022800"	NA	"PRESTON"	NA	"JOHNSON"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Metz"	"MO"	"countyb"	"64765"	"NEN001"	"15004"	NA
"2171"	"1568222750"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Tallulah"	"LA"	"countyb"	"71284"	"NEN001"	"13006"	NA
"2172"	"1773999437"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Burnsville"	"WV"	"countya"	"26333"	"MIN003"	"15004"	NA
"2173"	"1056748939"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Cable"	"WI"	"countya"	"54821"	"MIN003"	"15004"	NA
"2174"	"1182759155"	NA	"PRESTON"	NA	"BLAKELY"	NA	"Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Kilmarnock"	"VA"	"countya"	"22482"	"NEN001"	"15004"	NA
"2175"	"1761385077"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countya"	"20525"	"MIN003"	"15004"	NA
"2176"	"1809757316"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Non-Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Cassel"	"CA"	"countya"	"96016"	"MIN003"	"15004"	NA
"2177"	"1066448543"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Newbury"	"VT"	"countyb"	"05051"	"NEN001"	"25002"	NA
"2178"	"1220567550"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Fargo"	"ND"	"countyb"	"58108"	"NEN001"	"15004"	NA
